"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
2 "WALKING_DOWNSTAIRS" 0.245694980096774 -0.00930067401612903 -0.151719595677419 -0.220308946777419 0.112331229651613 -0.0178731879225806 0.797757023225806 -0.378470721935484 -0.283365675154839 -0.935393828709677 -0.941595397096774 -0.875697487741935 0.0922408816774194 -0.0142930358025806 -0.0285627573225806 -0.154338091774194 -0.133797353812903 -0.494599056129032 -0.0595400482903226 -0.0427368735645161 0.100794061612903 -0.395384842258065 -0.445724585483871 -0.144406778632258 -0.0804423068032258 -0.0539930051258065 -0.0479140337741936 -0.422355200645161 -0.614851710967742 -0.410794031935484 -0.0477478373548387 -0.101280966 -0.0477478373548387 -0.101280966 -0.231381694193548 -0.102014659709677 -0.169352431894516 -0.369305436774194 -0.532566207419355 -0.567366857741936 -0.177268860432258 0.0523420139032258 -0.186747593870968 -0.239240708451613 0.069258409816129 -0.00735492692580645 -0.148785971129032 -0.133271712732258 -0.430643086967742 -0.240808785203226 -0.198894185387097 -0.559386610645161 -0.278495709645161 -0.453003672903226 -0.18770394616129 -0.435286277096774 -0.447907289677419 -0.215064403064516 -0.0417440760483871 -0.277623901677419 -0.0821687811709677 -0.13531826416129 -0.436809004193548 -0.434691794516129 -0.568171586774194 -0.597221332903226
2 "WALKING_UPSTAIRS" 0.266655020615385 -0.0246422646038462 -0.115980665230769 -0.806935033076923 -0.6354661798 -0.602992573346154 0.816396571923077 -0.351316223461538 -0.0510607984615385 -0.966760010769231 -0.948376939615385 -0.923636613846154 0.0754720076903846 -0.0128136232734615 0.00621735574615385 -0.771506780846154 -0.755775527692308 -0.812177122692308 -0.0296278345361538 -0.0634955126923077 0.106702221807692 -0.779707716153846 -0.832174085 -0.634713473961538 -0.1048808605 -0.0339753322 -0.0639010898730769 -0.800497648076923 -0.857150652692308 -0.832268163461538 -0.693154126 -0.728705783461538 -0.693154126 -0.728705783461538 -0.772969641153846 -0.750426840153846 -0.705656849615385 -0.750209345769231 -0.844537261538462 -0.839026076153846 -0.788100706153846 -0.689782914884615 -0.68535401745 -0.815110745 -0.632142306692308 -0.591285217769231 -0.773211176538461 -0.762772013076923 -0.797154897307692 -0.790777661923077 -0.765188196923077 -0.825654956538462 -0.738575296653846 -0.822029679230769 -0.705775942769231 -0.79328905 -0.840171346923077 -0.648538167153846 -0.724315160038462 -0.773807001153846 -0.747164998769231 -0.755813056469231 -0.786714424230769 -0.769117671923077 -0.841499755384615 -0.846743015384615
3 "LAYING" 0.2789402326 -0.021141229384 -0.106773832568 -0.9764691906 -0.9244397828 -0.9149668182 0.163323982 0.5564752633556 0.35880204574 -0.9787216468 -0.9714201258 -0.9465391384 0.074248412132 0.020755923874 -0.006250339153 -0.9734370026 -0.954282722 -0.9726516386 -0.027602668645 -0.06603810432 0.1132381961192 -0.9572146512 -0.9540214864 -0.9420875748 -0.10581554976 -0.03826699733 -0.0674978328 -0.9684046168 -0.9792758302 -0.9732142484 -0.9438000536 -0.9324835186 -0.9438000536 -0.9324835186 -0.969072987 -0.9642583344 -0.9314239198 -0.92708837376 -0.978067107 -0.9740869218 -0.9733339518 -0.9331069612 -0.9397407434 -0.9778624678 -0.9246701666 -0.9096334236 -0.9734094736 -0.954036574 -0.9683278194 -0.9759516704 -0.958087127 -0.9756863868 -0.948750328 -0.9607200722 -0.9443415996 -0.95997518 -0.9511143934 -0.9468463024 -0.9413004152 -0.937999497 -0.9637541682 -0.9640993804 -0.9447435484 -0.92853709276 -0.9756438606 -0.973638723
3 "SITTING" 0.252458349255319 0.000907971712765957 -0.0932373580212766 -0.97502475 -0.874047415106383 -0.910512403829787 0.753760540851064 0.167035426021489 0.188772501531915 -0.955314803829787 -0.901102460851064 -0.90550844893617 0.0754153076255319 -0.00481143435531915 -0.00260841210638298 -0.980544385106383 -0.962148488723404 -0.980374764468085 -0.0352536820425532 -0.0813253676170213 0.129422739804255 -0.976215103617021 -0.962344375957447 -0.935676259787234 -0.0968850759787234 -0.0359638811255319 -0.061976782122766 -0.979308015744681 -0.983141926382979 -0.980449765744681 -0.912498721914894 -0.886164856382979 -0.912498721914894 -0.886164856382979 -0.975801228510638 -0.974305621276596 -0.926179786595745 -0.94034535893617 -0.98319685106383 -0.981914011702128 -0.975237037021277 -0.904897216808511 -0.936526631489362 -0.97514046893617 -0.86781516893617 -0.904182892978723 -0.980663485106383 -0.962756180425532 -0.977378722340426 -0.98224395787234 -0.96428059893617 -0.982020869574468 -0.971928268723404 -0.96821687893617 -0.941844248297872 -0.977717996382979 -0.959601516170213 -0.939669286382979 -0.915359334893617 -0.890283060212766 -0.973812937446809 -0.973944761702128 -0.957819627234043 -0.939844666170213 -0.982796187021277 -0.981757902765957
3 "STANDING" 0.280769155660377 -0.0144172480415094 -0.100413855238151 -0.96360603245283 -0.884209719056604 -0.910644918301887 0.935674866792453 -0.299452458679245 0.0252519459056604 -0.981509417735849 -0.954070640566038 -0.927097898679245 0.0747197192998113 0.00835410029811321 -0.00383969323226415 -0.953327882264151 -0.935681555849057 -0.97188060245283 -0.0223580982773585 -0.060885822309434 0.0672480623396226 -0.891722751509434 -0.922686001509434 -0.903841538679245 -0.100098682301887 -0.0469576859811321 -0.0405928735245283 -0.936419450377359 -0.966293864528302 -0.954409532075472 -0.92103099245283 -0.910787628679245 -0.92103099245283 -0.910787628679245 -0.955608165849057 -0.944574863207547 -0.883133871886792 -0.873628211886792 -0.959002820377359 -0.955116161886792 -0.956407363773585 -0.89979218490566 -0.938931390943396 -0.967083986603774 -0.883346868490566 -0.903997682641509 -0.954015229433962 -0.937844576415094 -0.967963360377359 -0.957067958490566 -0.937964216792453 -0.974435066226415 -0.893084903018868 -0.933345806603774 -0.907829328490566 -0.893273242830189 -0.917720193207547 -0.912051192264151 -0.922799584528302 -0.918101523962264 -0.944365726037736 -0.94416785 -0.907362357735849 -0.875157457169811 -0.957581599245283 -0.954948294528302
3 "WALKING" 0.276501427789474 -0.0177217809472632 -0.110931857226316 -0.492829565042105 -0.312345823391579 -0.543770581263158 0.646218120631579 0.0270648157894737 0.0183712530842105 -0.978560823368421 -0.968267162421053 -0.951158814947368 0.0898534408361053 0.00893743991894737 -0.0053241431779 -0.437613880421053 -0.306949233228421 -0.656824424631579 -0.0420364924463158 -0.0639754941252632 0.0906351832884211 -0.644671903747368 -0.670274111368421 -0.608650359789474 -0.0939680971 -0.0390929831789474 -0.0535265972792632 -0.540902158 -0.736193394631579 -0.641482148631579 -0.430130107768421 -0.464354735546316 -0.430130107768421 -0.464354735546316 -0.461669266421053 -0.358708165390526 -0.572669748010526 -0.631340538221053 -0.674792677789474 -0.683194450947368 -0.462501627610526 -0.313535270263158 -0.564803962421053 -0.506047613968421 -0.356259459243158 -0.568615203157895 -0.460379230926316 -0.368217200210526 -0.642526249368421 -0.464531348421053 -0.287794566264316 -0.669743551578947 -0.548928623468421 -0.669918713368421 -0.557898681263158 -0.676175719868421 -0.673322189368421 -0.663275262526316 -0.436090581921053 -0.564808927894737 -0.381481818831579 -0.337002054983789 -0.649671708884211 -0.6839004512 -0.707001698 -0.676984798105263
3 "WALKING_DOWNSTAIRS" 0.283087676488372 -0.0222355219809302 -0.111094083232558 -0.189666392395349 -0.013004586727907 -0.363923528813954 0.909951069069767 -0.306896092790698 -0.134718601837209 -0.952029822790698 -0.933899804418605 -0.907453226744186 0.0339175002790698 0.0361806891362791 0.00725759164674419 -0.259198903767442 -0.160025118837209 -0.639562675813954 -0.0485336287232558 -0.0639846333953488 0.0788127709860465 -0.347629810946512 -0.568620902790698 -0.474481490465116 -0.119686919511628 -0.0373006547209302 -0.037070856255814 -0.364356783139535 -0.734369968837209 -0.473419427511628 -0.124401327906977 -0.19815224927907 -0.124401327906977 -0.19815224927907 -0.311420668046512 -0.244653403 -0.267667392767442 -0.317129419255814 -0.576676104651163 -0.641001209069767 -0.21687452892093 -0.0395814802418605 -0.453470635581395 -0.181412435495349 -0.0635342561162791 -0.367934246255814 -0.268809819648837 -0.190678103116279 -0.600816201162791 -0.317481054813954 -0.184698705634884 -0.677458254651163 -0.227879061767442 -0.594418508139535 -0.369761095995349 -0.389635207534884 -0.558800243488372 -0.562994499767442 -0.135593637790698 -0.36191778985814 -0.214098741437209 -0.291651448323256 -0.414495728027907 -0.374219057139535 -0.636878909767442 -0.672966899534884
3 "WALKING_UPSTAIRS" 0.266140912679245 -0.0315230452490566 -0.112370450184906 -0.22431758954717 0.0134330991245283 -0.354203792830189 0.899289898113208 -0.340834127735849 -0.145342445718868 -0.939728151320755 -0.91443149509434 -0.899865699056604 0.0512721029150943 0.0240339830377358 0.0123148678 -0.352784776037736 -0.215882115130189 -0.666777447735849 0.0345078533962264 -0.116517354030189 0.0424950378528302 -0.400987693377359 -0.570381254528302 -0.466501893962264 -0.0865830038490566 -0.0433100997849057 -0.0500732556811321 -0.451509604150943 -0.744258395471698 -0.504704199622641 -0.130703984841321 -0.234485565822642 -0.130703984841321 -0.234485565822642 -0.367905682830189 -0.349930760773585 -0.311191063433962 -0.365483910886792 -0.613588416226415 -0.68125545245283 -0.281497431515094 -0.0517849368849057 -0.465287023018868 -0.204944819050943 -0.0193238533830189 -0.348274772075472 -0.370384311850943 -0.244320721675283 -0.631779647358491 -0.393490721860377 -0.239416572240321 -0.70083303 -0.312389786207547 -0.605898898490566 -0.381541884150943 -0.433723289245283 -0.553964590754717 -0.547709969811321 -0.211521727245283 -0.367702877924528 -0.316323589283019 -0.402962708962264 -0.463194673396226 -0.414422168422642 -0.678542679811321 -0.708173724528302
4 "LAYING" 0.26635633332 -0.013902905612 -0.11097122766 -0.887419679 -0.811645195302 -0.9080691262 -0.08862472 0.681875782 0.30791734886 -0.9327327194 -0.9614217682 -0.9710046738 0.08751036716 0.000245528028 -0.000397082676600001 -0.8883217954 -0.839186193 -0.9530057938 -0.0156170280094 -0.09050548155 0.15413791916 -0.913438905 -0.915009657 -0.9138267846 -0.11150295308 -0.039594416076 -0.068780223084 -0.9116404204 -0.9638556166 -0.9356096828 -0.8611003214 -0.86850059314 -0.8611003214 -0.86850059314 -0.8875220184 -0.8758910822 -0.8734311186 -0.888488729 -0.9448705908 -0.9488038914 -0.8914605164 -0.82488289252 -0.922005205 -0.8862206086 -0.816765449304 -0.9074575072 -0.8985476218 -0.849591398 -0.9460770306 -0.888115828 -0.83886383614 -0.9587348808 -0.8900081752 -0.9312320982 -0.9075422214 -0.9210804864 -0.9076142092 -0.9241801508 -0.8700361288 -0.88881050964 -0.8755981008 -0.8764364704 -0.9093721958 -0.894384588 -0.9476070124 -0.9541414554
4 "SITTING" 0.272460375595745 -0.00974319323404255 -0.109071823340426 -0.978358030638298 -0.930268255744681 -0.940632512978723 0.565322403191489 0.35598406484776 0.146988600531915 -0.968977502978723 -0.957486219361702 -0.950113772978723 0.0832370500425532 0.00223383927389362 -0.0184335632546808 -0.980654387446809 -0.955461590638298 -0.983321751702128 -0.0479105996361702 -0.0908458843829787 0.10042955893617 -0.964053510425532 -0.967693656595745 -0.944320576808511 -0.0932176004255319 -0.0377350511276596 -0.0493657000289362 -0.975510441489362 -0.988399526595745 -0.979640533617021 -0.951906529361702 -0.931410045319149 -0.951906529361702 -0.931410045319149 -0.976738867234043 -0.969442448085106 -0.925397844042553 -0.933232380638298 -0.985433237234043 -0.982365795957447 -0.976993066808511 -0.936559031276596 -0.957016359787234 -0.979098479361702 -0.931148896595745 -0.93628643212766 -0.980902594468085 -0.955131383404255 -0.980424193404255 -0.982160398510638 -0.959366360212766 -0.984905958297872 -0.957489720212766 -0.975378508510638 -0.949649091276596 -0.966376694468085 -0.963978235531915 -0.94786476893617 -0.943392141489362 -0.935439996808511 -0.970101205106383 -0.967556464468085 -0.953034514468085 -0.93255624212766 -0.982881728510638 -0.982682340851064
